wallet,tx_count,small_transfer_count,avg_gas_used,avg_tx_value,wallet_age_days,contract_interaction_count,is_sybil
0x00000000000000000000000000000000000016e6,4747,3482,48752.432175767186,0.001461245408826595,1645,3808,1
0x00000000000000000000000000000000000016e7,536,98,59609.62623421714,0.007761989163460421,3023,93,0
0x00000000000000000000000000000000000016e8,659,284,31704.647155395185,0.048003681573652986,887,131,0
0x00000000000000000000000000000000000016e9,808,225,49912.22182843565,0.011149043981897153,387,143,0
0x00000000000000000000000000000000000016ea,4472,988,44105.49730738789,0.0018080683442736507,3267,2912,0
0x00000000000000000000000000000000000016eb,1472,1115,27894.99964915146,0.006230781523279228,641,1062,1
0x00000000000000000000000000000000000016ec,2410,82,25354.30734038388,0.08877881413834589,50,1241,0
0x00000000000000000000000000000000000016ed,2742,797,39080.510423269676,0.003808538370720438,685,762,1
0x00000000000000000000000000000000000016ee,4807,4432,26819.277303878473,0.009504344047092451,2896,3185,1
0x00000000000000000000000000000000000016ef,3494,1077,35243.858523733834,0.019986749622856428,1805,2639,0
0x00000000000000000000000000000000000016f0,1891,1626,22496.95706179947,0.03930810361999135,899,1627,0
0x00000000000000000000000000000000000016f1,1193,798,22968.940899398607,0.030026043440256674,978,151,0
0x00000000000000000000000000000000000016f2,3439,1115,29821.674222404123,0.055571486796629224,1358,27,0
0x00000000000000000000000000000000000016f3,4039,1862,38586.24012372389,0.005149221986866803,2755,3475,0
0x00000000000000000000000000000000000016f4,154,69,51399.54757445158,0.007134274367887667,483,66,0
0x00000000000000000000000000000000000016f5,2797,448,33940.74309400897,0.00297986223803405,307,2659,1
0x00000000000000000000000000000000000016f6,414,46,40235.7831208792,0.018416225601790064,1377,289,0
0x00000000000000000000000000000000000016f7,1317,376,25951.5687940901,0.0007153251585612057,1426,1047,0
0x00000000000000000000000000000000000016f8,316,37,40474.22601195848,0.005977762261426973,1760,113,0
0x00000000000000000000000000000000000016f9,2925,2700,39289.748500076494,0.004684466560923283,1973,2431,1
0x00000000000000000000000000000000000016fa,1457,1109,41497.32734508049,0.02326957796551303,2367,696,0
0x00000000000000000000000000000000000016fb,4502,1968,49854.318058692865,0.06164594306435956,906,2244,0
0x00000000000000000000000000000000000016fc,3590,307,47615.58732117613,0.02647244945875813,1168,2683,0
0x00000000000000000000000000000000000016fd,1428,680,55165.218223678035,0.03592641266755664,1699,243,0
0x00000000000000000000000000000000000016fe,946,2,41432.9422440711,0.008923103247894658,3336,416,0
0x00000000000000000000000000000000000016ff,4239,60,43326.0222916279,0.025669459267139462,3428,2414,1
0x0000000000000000000000000000000000001700,3779,3606,43228.700180532345,0.005730929169042041,282,3166,1
0x0000000000000000000000000000000000001701,696,45,28615.98481298725,0.001606180891449295,2602,481,0
0x0000000000000000000000000000000000001702,2744,558,46762.48177234615,0.007996053742677459,2461,1095,0
0x0000000000000000000000000000000000001703,2881,2853,39662.1030441984,0.005704818460173363,3134,2828,1
0x0000000000000000000000000000000000001704,4566,179,26305.643883785713,0.005009306225201804,2894,1827,0
0x0000000000000000000000000000000000001705,3227,2327,34998.91891971274,0.05106481892513802,878,752,0
0x0000000000000000000000000000000000001706,250,145,41585.23335431965,0.027608299722505895,800,35,0
0x0000000000000000000000000000000000001707,3724,3086,59695.32027613854,0.034811571641200516,510,3087,1
0x0000000000000000000000000000000000001708,2623,1776,15393.813777772688,0.005678727951056766,1115,2017,0
0x0000000000000000000000000000000000001709,1488,348,36162.7045471507,0.0031005838862947412,1740,405,0
0x000000000000000000000000000000000000170a,2564,1009,40636.419927131676,0.0026037917643513594,2658,2186,0
0x000000000000000000000000000000000000170b,1207,422,36592.11723795973,0.002354601826165135,334,1042,0
0x000000000000000000000000000000000000170c,2274,1253,33358.31084469919,0.0017606983560947218,3474,1205,0
0x000000000000000000000000000000000000170d,2655,2556,20991.560426287404,0.04539803116517395,1346,2578,1
0x000000000000000000000000000000000000170e,1762,1368,39203.08699021109,0.09005228006702323,1748,403,0
0x000000000000000000000000000000000000170f,824,219,35109.598350594955,0.0038122300996040314,1013,683,1
0x0000000000000000000000000000000000001710,1970,1055,42815.43008711858,0.0057996537570462825,1163,986,0
0x0000000000000000000000000000000000001711,1235,732,25054.5844133863,0.007316046672059167,3251,674,0
0x0000000000000000000000000000000000001712,2306,1268,57285.278015755524,0.005032527922587273,2089,1916,0
0x0000000000000000000000000000000000001713,2861,178,39527.874510205744,0.007946272690555931,864,581,0
0x0000000000000000000000000000000000001714,4292,2529,26654.90927887872,0.006318756621354134,1115,3434,0
0x0000000000000000000000000000000000001715,2993,1101,39067.254161830984,0.048908393019749266,313,1080,0
0x0000000000000000000000000000000000001716,3791,2819,44932.72157603835,0.038155881695561084,3140,3380,0
0x0000000000000000000000000000000000001717,4195,2421,34552.65978986422,0.0005096485308942416,1959,624,0
0x0000000000000000000000000000000000001718,1601,0,41512.74313823095,0.02768120491549779,1137,489,0
0x0000000000000000000000000000000000001719,2588,2427,50453.67288309861,0.05977967571480869,3492,1503,0
0x000000000000000000000000000000000000171a,695,344,35711.870615959095,0.08537919297082441,507,0,0
0x000000000000000000000000000000000000171b,3816,1685,44890.0230248582,0.00992215492195115,2779,269,0
0x000000000000000000000000000000000000171c,3399,194,42016.32937340146,0.01397143259900214,815,2861,0
0x000000000000000000000000000000000000171d,4219,2723,25299.664131890742,0.03081969531941115,2316,1765,1
0x000000000000000000000000000000000000171e,2731,1895,46842.739744515064,0.03413720037150763,2199,1123,0
0x000000000000000000000000000000000000171f,384,42,31597.910255018236,0.0060576304637336735,216,7,1
0x0000000000000000000000000000000000001720,914,89,44193.81809557266,0.007732447482676456,2762,19,0
0x0000000000000000000000000000000000001721,1316,1260,38067.30116621667,0.019730096121048937,465,1062,0
0x0000000000000000000000000000000000001722,2154,566,35302.255271873575,0.008215096205068124,754,264,0
0x0000000000000000000000000000000000001723,2899,1464,21830.40228053496,0.02372874359113461,2611,1954,0
0x0000000000000000000000000000000000001724,154,107,28698.677840963497,0.024247305816226215,2252,54,0
0x0000000000000000000000000000000000001725,4250,3968,45770.806553687464,0.0027169345090224516,530,2553,1
0x0000000000000000000000000000000000001726,4689,4564,12592.568311697582,0.040415935818897006,3388,852,0
0x0000000000000000000000000000000000001727,4630,3323,41743.00328056508,0.009177848136377356,1537,4474,0
0x0000000000000000000000000000000000001728,4414,229,26838.800462800456,0.0012678341295272128,953,3477,0
0x0000000000000000000000000000000000001729,760,445,40743.12890448959,0.0016993826757289426,906,166,0
0x000000000000000000000000000000000000172a,581,182,51633.33617106799,0.00971895462655573,2883,148,0
0x000000000000000000000000000000000000172b,2909,955,52783.9315408647,0.016360265732158506,34,2130,0
0x000000000000000000000000000000000000172c,1002,901,40133.65623526254,0.008217170294512138,1517,782,1
0x000000000000000000000000000000000000172d,1,0,37952.80295773298,0.005906252359894385,3033,0,1
0x000000000000000000000000000000000000172e,2888,2420,49159.60309044397,0.09043792726687537,2649,2113,0
0x000000000000000000000000000000000000172f,2100,2021,56120.42034213204,0.005884636723030896,366,755,1
0x0000000000000000000000000000000000001730,1720,1068,40221.425625701726,0.010498400611741036,3310,7,0
0x0000000000000000000000000000000000001731,247,138,33127.118436935125,0.06051866396289707,3440,155,0
0x0000000000000000000000000000000000001732,3368,234,37814.310016683274,0.007381154229325769,339,943,0
0x0000000000000000000000000000000000001733,2526,2383,27254.417611943303,0.021184461336431024,575,2348,0
0x0000000000000000000000000000000000001734,3315,355,39459.22150699506,0.004349390456468816,906,2778,0
0x0000000000000000000000000000000000001735,1676,1394,43384.878021042736,0.0015261833846267842,3174,1472,1
0x0000000000000000000000000000000000001736,156,2,43614.81238549812,0.002759260843872922,1097,118,0
0x0000000000000000000000000000000000001737,940,387,32429.840482576437,0.0034835736870942376,2531,266,0
0x0000000000000000000000000000000000001738,2414,1210,30631.069715383463,0.00808990531833233,751,6,0
0x0000000000000000000000000000000000001739,251,63,38816.609837255906,0.0018513631442707837,3363,119,0
0x000000000000000000000000000000000000173a,1286,741,44194.68666218272,0.005636753157234524,2534,718,0
0x000000000000000000000000000000000000173b,28,12,57603.21061081902,0.091702489336678,878,4,1
0x000000000000000000000000000000000000173c,4511,3240,63888.247881124335,0.03692923049831166,50,3440,0
0x000000000000000000000000000000000000173d,1516,1376,48560.51964183649,0.021050438408774665,53,379,1
0x000000000000000000000000000000000000173e,3205,2101,49889.220147678934,0.016853899879719938,3379,2823,0
0x000000000000000000000000000000000000173f,4871,1426,47419.696447833776,0.01599818663991069,1333,463,0
0x0000000000000000000000000000000000001740,136,88,37997.13705904509,0.05786647300712555,2955,130,0
0x0000000000000000000000000000000000001741,1722,1467,41049.19580653969,6.790504239674485e-05,635,1469,1
0x0000000000000000000000000000000000001742,1307,1236,39258.22581020916,0.007605232256052125,1765,232,0
0x0000000000000000000000000000000000001743,685,183,43932.60417093557,0.012333989690344214,978,358,0
0x0000000000000000000000000000000000001744,2398,2000,37011.79637359806,0.011799891363187405,3203,1482,0
0x0000000000000000000000000000000000001745,1878,273,35612.01769590846,0.012491498808949618,497,1648,0
0x0000000000000000000000000000000000001746,2699,1297,35408.520776554695,0.02373856223448326,1247,271,0
0x0000000000000000000000000000000000001747,2244,330,37609.18797926309,0.008636792268545064,2697,1827,0
0x0000000000000000000000000000000000001748,2129,860,38589.55630273363,0.019255832673131256,1875,129,0
0x0000000000000000000000000000000000001749,1559,213,32497.758140760176,0.003035721200947098,999,1080,0
0x000000000000000000000000000000000000174a,615,338,37781.08123486259,0.04179339321945459,2341,146,0
0x000000000000000000000000000000000000174b,2909,2209,48461.11556697224,0.004671985385812289,1612,1899,1
0x000000000000000000000000000000000000174c,3572,1695,36564.026150716265,0.00872243508332707,755,3503,0
0x000000000000000000000000000000000000174d,1178,292,45337.58011247512,0.015302811892063457,195,993,0
0x000000000000000000000000000000000000174e,1560,400,29925.384185469105,0.07592043294827505,1577,833,0
0x000000000000000000000000000000000000174f,2519,160,34465.130882776495,0.022625461548286402,3205,1365,0
0x0000000000000000000000000000000000001750,4239,3683,31508.342458936604,0.05570895122237702,393,2094,0
0x0000000000000000000000000000000000001751,2870,659,39082.559956656325,0.027605680527172185,3196,2285,1
0x0000000000000000000000000000000000001752,4131,2917,50181.31484184716,0.01110574497904163,1377,3118,1
0x0000000000000000000000000000000000001753,954,701,41284.59115739815,0.0017497396180258806,1771,815,1
0x0000000000000000000000000000000000001754,1975,124,50918.135336544554,0.001859842012362205,1937,784,0
0x0000000000000000000000000000000000001755,300,266,62662.28286419719,0.02326230337645225,403,213,1
0x0000000000000000000000000000000000001756,2386,473,44232.605981057255,0.006120601652015234,1657,1108,1
0x0000000000000000000000000000000000001757,4692,3828,27148.780576353485,0.07119087500647907,2672,2035,0
0x0000000000000000000000000000000000001758,2861,2228,48871.342791547475,0.005136864772563095,1798,2421,0
0x0000000000000000000000000000000000001759,3257,2495,52135.40569054641,0.0013219474296447859,2509,2814,1
0x000000000000000000000000000000000000175a,4894,1233,32598.06214298102,0.0032678747018787396,2446,3795,0
0x000000000000000000000000000000000000175b,1124,983,34154.94698624281,0.007661897380234601,3059,597,1
0x000000000000000000000000000000000000175c,2462,1505,32539.928313040924,0.014479845034819513,3110,187,0
0x000000000000000000000000000000000000175d,4771,2345,34211.99300043592,0.0033026828992033593,1309,2226,0
0x000000000000000000000000000000000000175e,4094,2314,31850.8165686502,0.029831364229961063,2037,3355,1
0x000000000000000000000000000000000000175f,4171,2784,37567.568767075674,0.04960483269331148,884,362,0
0x0000000000000000000000000000000000001760,2022,1129,59293.099116214085,0.027118418080280118,3416,904,0
0x0000000000000000000000000000000000001761,4459,2085,58651.28913729766,0.01656007076451418,2781,3704,0
0x0000000000000000000000000000000000001762,144,65,25356.260237440474,0.007635398357606744,2567,89,0
0x0000000000000000000000000000000000001763,4437,301,38208.923624188625,0.004751458563455338,180,2654,0
0x0000000000000000000000000000000000001764,632,73,38279.385937675404,0.007449321569371138,334,204,0
0x0000000000000000000000000000000000001765,2626,661,28947.39466857307,0.029626124641236557,329,257,0
0x0000000000000000000000000000000000001766,3301,3227,46020.44101101286,0.016791990180055096,2640,355,0
0x0000000000000000000000000000000000001767,4661,4403,35071.113698449524,0.005964137888578425,550,2532,1
0x0000000000000000000000000000000000001768,1877,1281,61474.81793667097,0.00030922201392164905,2874,110,0
0x0000000000000000000000000000000000001769,1029,668,39160.38162997894,0.017817924984457938,542,118,0
0x000000000000000000000000000000000000176a,1199,133,30747.776934051715,0.001985705570549126,2412,660,0
0x000000000000000000000000000000000000176b,3045,1286,23639.81672640014,0.002367807551344265,1660,2368,0
0x000000000000000000000000000000000000176c,3117,1569,35027.58917137346,0.02774512745749846,1509,103,0
0x000000000000000000000000000000000000176d,334,300,33183.99149134533,0.029448254701923526,990,221,0
0x000000000000000000000000000000000000176e,966,10,44065.0434599375,0.015212365632003396,802,798,0
0x000000000000000000000000000000000000176f,3156,57,37095.36824338735,0.055385733217287195,1565,647,0
0x0000000000000000000000000000000000001770,461,76,37679.64809189754,0.0408650536379133,319,213,0
0x0000000000000000000000000000000000001771,733,524,40577.77038169426,0.010592286568785714,3192,704,1
0x0000000000000000000000000000000000001772,4672,2791,36875.86436168888,0.14209357052004906,2326,3855,0
0x0000000000000000000000000000000000001773,3518,3209,33807.238307132095,0.01930592681979436,2494,2473,0
0x0000000000000000000000000000000000001774,4438,3050,48139.35380664266,0.006901197890059451,1020,3486,0
0x0000000000000000000000000000000000001775,1426,1413,41489.01414991334,0.017078801550273283,3484,1051,0
0x0000000000000000000000000000000000001776,2588,2242,23636.60753349148,0.010841788173882868,3450,1504,0
0x0000000000000000000000000000000000001777,3595,1000,30994.87756560677,0.040196036214850725,413,1001,1
0x0000000000000000000000000000000000001778,1872,1089,42246.97834709784,0.016243974768956965,3162,443,0
0x0000000000000000000000000000000000001779,2531,1393,31206.13856972248,0.05294466401994389,2775,720,0
0x000000000000000000000000000000000000177a,4960,3765,33729.52832746039,0.007573182803686212,2607,289,1
0x000000000000000000000000000000000000177b,4019,394,29700.552762793865,0.047006781527390434,1680,781,0
0x000000000000000000000000000000000000177c,2459,405,39914.27107612899,0.08900203024572052,2230,300,0
0x000000000000000000000000000000000000177d,1379,1093,50083.69433834612,0.009586340687515588,3069,1302,0
0x000000000000000000000000000000000000177e,3487,796,38038.01113193988,0.028368380379228748,3366,2096,0
0x000000000000000000000000000000000000177f,1468,471,57896.21311862193,0.028386810997866344,2915,1428,0
0x0000000000000000000000000000000000001780,2875,935,45863.19708914911,0.018788512748349834,556,1128,0
0x0000000000000000000000000000000000001781,3408,423,47449.608109494045,0.012140354579563415,1908,3,1
0x0000000000000000000000000000000000001782,3626,2934,43574.515864141016,0.021601592240139973,2015,3149,1
0x0000000000000000000000000000000000001783,1358,84,39016.21790754991,0.007594144595659115,1604,1329,0
0x0000000000000000000000000000000000001784,4252,2986,45231.184871522506,0.004885902879477097,290,2107,0
0x0000000000000000000000000000000000001785,4292,904,37494.87079185123,0.014556934828569481,354,567,0
0x0000000000000000000000000000000000001786,779,114,46498.968050256575,0.015570246671890173,1879,322,0
0x0000000000000000000000000000000000001787,3191,573,43592.58818356547,0.0018306648404546317,1503,440,0
0x0000000000000000000000000000000000001788,104,56,32301.21978786933,0.02335605714924384,3266,22,0
0x0000000000000000000000000000000000001789,2016,1499,26075.151685182438,0.02266080138797084,2674,1860,0
0x000000000000000000000000000000000000178a,3292,3231,46927.32375463719,0.008716001750104665,2407,2396,1
0x000000000000000000000000000000000000178b,1891,489,40306.86352880935,0.008730137126973792,884,1858,0
0x000000000000000000000000000000000000178c,398,67,56927.44616801082,0.026427623046301054,661,184,1
0x000000000000000000000000000000000000178d,2028,2025,27755.897822899282,0.0178551696225993,517,1193,1
0x000000000000000000000000000000000000178e,3362,2605,43279.47057407768,0.0021371244764677648,610,421,1
0x000000000000000000000000000000000000178f,880,458,38926.5553357039,0.0022064287092716786,3004,308,0
0x0000000000000000000000000000000000001790,315,96,37900.310937418355,0.0010652821920188774,3286,133,0
0x0000000000000000000000000000000000001791,4489,3135,50860.56522693717,0.00830764757256288,2480,1136,0
0x0000000000000000000000000000000000001792,4962,289,35903.30933676911,0.0037409789051596233,2921,1984,1
0x0000000000000000000000000000000000001793,749,364,41341.71809327583,0.031989036000006445,435,138,0
0x0000000000000000000000000000000000001794,3178,2232,28152.021468887462,0.04202357782183849,230,617,0
0x0000000000000000000000000000000000001795,2014,219,26650.695416252413,0.0022363428486052305,1782,1011,0
0x0000000000000000000000000000000000001796,3101,63,47773.46771718514,0.04776720155657688,1741,250,0
0x0000000000000000000000000000000000001797,4135,68,43225.381694888136,0.028757364666733017,1139,3018,0
0x0000000000000000000000000000000000001798,341,227,32982.99154509379,0.016608993366994684,1010,135,0
0x0000000000000000000000000000000000001799,3359,255,37052.67411964302,0.07187747638912317,1650,1443,0
0x000000000000000000000000000000000000179a,3388,1823,57427.38197275663,0.006069931050859039,3404,2031,0
0x000000000000000000000000000000000000179b,4378,2327,37471.232137615894,0.020624794403871386,1428,3371,0
0x000000000000000000000000000000000000179c,666,298,47764.534331564864,0.01796560945965159,542,479,0
0x000000000000000000000000000000000000179d,4515,3998,40733.02029353185,0.0043714085104855855,762,4486,0
0x000000000000000000000000000000000000179e,1588,660,47868.88013777657,0.0024871506179461713,1844,126,0
0x000000000000000000000000000000000000179f,319,181,27821.27431450184,0.053253805723248906,2767,200,0
0x00000000000000000000000000000000000017a0,4481,1605,37826.95752583195,0.03883363532072566,388,3204,0
0x00000000000000000000000000000000000017a1,3213,1973,38700.43153538102,0.03644188353045823,1955,3169,0
0x00000000000000000000000000000000000017a2,1079,304,48591.71772673777,0.020035899992934206,1153,989,1
0x00000000000000000000000000000000000017a3,3095,1892,42907.84992124041,0.012115430368807694,2450,196,0
0x00000000000000000000000000000000000017a4,822,430,55706.615433847415,0.0031820136456917393,1849,276,0
0x00000000000000000000000000000000000017a5,276,189,19661.080430308062,0.04790688123901391,1360,233,0
0x00000000000000000000000000000000000017a6,4979,1387,35170.19642151714,0.03441812707643258,2287,1063,0
0x00000000000000000000000000000000000017a7,3905,3305,50765.10068837464,0.02052781148171989,3391,854,0
0x00000000000000000000000000000000000017a8,4051,3812,44592.38191268195,0.0025820716363836017,2893,3151,1
0x00000000000000000000000000000000000017a9,3063,2895,48206.24091701763,0.009164811442671398,1731,317,1
0x00000000000000000000000000000000000017aa,2019,246,45817.226240475175,0.018311456524298865,1363,1662,0
0x00000000000000000000000000000000000017ab,1799,1393,42117.246057242606,0.016324568530077212,693,1502,0
0x00000000000000000000000000000000000017ac,2936,546,41478.78608890187,0.018187514055368014,2179,2512,0
0x00000000000000000000000000000000000017ad,2958,2263,41510.85281185813,0.006486873557383093,1380,699,1
0x00000000000000000000000000000000000017ae,1722,1111,30636.094317143077,0.02242706023403134,2293,940,0
0x00000000000000000000000000000000000017af,1017,504,38935.256817237554,0.005507188151912526,2547,5,0
0x00000000000000000000000000000000000017b0,3793,512,38693.91792095246,0.007231993793198591,2763,620,0
0x00000000000000000000000000000000000017b1,4646,3841,39857.5236911898,0.006935392694775294,1786,1942,1
0x00000000000000000000000000000000000017b2,4530,3919,40120.19711535416,0.008601113768646291,2217,892,1
0x00000000000000000000000000000000000017b3,4254,3021,48970.22588798473,0.026775294812977544,2801,552,0
0x00000000000000000000000000000000000017b4,4958,2505,37089.84446159476,0.017941962644951813,1623,4397,0
0x00000000000000000000000000000000000017b5,3265,1937,40789.246011331226,0.0029748185277492247,1677,131,0
0x00000000000000000000000000000000000017b6,945,884,30783.88217448265,0.0377003966979517,3305,470,1
0x00000000000000000000000000000000000017b7,2397,2090,47688.862912391196,0.004082595480085735,3478,77,0
0x00000000000000000000000000000000000017b8,647,329,37622.547609228866,0.027357038078466425,721,524,0
0x00000000000000000000000000000000000017b9,2540,73,34515.0033060711,0.006578403449499511,2007,154,0
0x00000000000000000000000000000000000017ba,3992,342,28973.85824212111,0.00439014457724062,2823,3174,0
0x00000000000000000000000000000000000017bb,444,120,40790.832496602234,0.007884411107207896,66,20,1
0x00000000000000000000000000000000000017bc,1045,467,52384.61867009725,0.016220839505021564,1850,989,0
0x00000000000000000000000000000000000017bd,2549,716,38749.98028948579,0.018101603334638672,3137,606,0
0x00000000000000000000000000000000000017be,749,675,36716.935520717176,0.02915013686827842,1253,668,0
0x00000000000000000000000000000000000017bf,2534,2306,51522.91382713772,0.053564628383321634,3335,1130,0
0x00000000000000000000000000000000000017c0,4432,3784,65107.43470547673,0.036178130702120635,3143,3331,0
0x00000000000000000000000000000000000017c1,3114,1012,51162.036417435476,0.027797681665087635,923,1282,0
0x00000000000000000000000000000000000017c2,4433,4200,41475.54193271627,0.018959254802265207,703,2975,0
0x00000000000000000000000000000000000017c3,757,64,40540.46744289667,0.008712122201240787,271,6,0
0x00000000000000000000000000000000000017c4,2902,1487,35110.98087470731,0.024877592438215898,912,497,0
0x00000000000000000000000000000000000017c5,3429,2118,33447.22719972331,0.001055354415119904,3114,2453,0
0x00000000000000000000000000000000000017c6,1999,894,41820.90164641461,0.021876749645663995,3460,1616,0
0x00000000000000000000000000000000000017c7,1361,161,51270.163719398835,0.032117612566232835,2235,12,0
0x00000000000000000000000000000000000017c8,753,308,40841.35574897723,0.024818017831170953,1815,691,1
0x00000000000000000000000000000000000017c9,2093,1745,30765.423306548095,0.00535081229138194,3393,263,1
0x00000000000000000000000000000000000017ca,3056,1248,37178.48699879483,0.03696890947827256,736,512,0
0x00000000000000000000000000000000000017cb,3712,2352,32175.502226779237,0.02943697217528914,1966,1992,0
0x00000000000000000000000000000000000017cc,4547,901,23446.76279604088,0.0014636679006582484,1683,1208,0
0x00000000000000000000000000000000000017cd,1595,1393,32956.87790499861,0.007277638291438264,793,854,1
0x00000000000000000000000000000000000017ce,2340,425,56230.33294906293,0.039394710895605915,2730,1060,0
0x00000000000000000000000000000000000017cf,1421,749,47948.30813792281,0.03345590174356833,1977,1045,0
0x00000000000000000000000000000000000017d0,3475,1226,24897.07857227353,0.011887227351902714,1817,2207,0
0x00000000000000000000000000000000000017d1,4716,4367,34336.248042715066,0.0016201712792239234,2927,4584,1
0x00000000000000000000000000000000000017d2,796,317,36895.43537117934,0.015004464941585196,2779,20,0
0x00000000000000000000000000000000000017d3,3490,3039,47478.65868725983,0.014183345637477458,3439,1919,1
0x00000000000000000000000000000000000017d4,188,73,36867.29460213235,0.02212601170941911,1079,105,0
0x00000000000000000000000000000000000017d5,1882,1875,19985.017893031083,0.007863986491450469,3358,279,0
0x00000000000000000000000000000000000017d6,4856,555,51846.973834184355,0.11339680713847719,2903,3018,0
0x00000000000000000000000000000000000017d7,3552,82,41233.33046755135,0.017584013398876858,2719,1161,0
0x00000000000000000000000000000000000017d8,648,618,38863.60427994867,0.03611730662116663,1898,246,0
0x00000000000000000000000000000000000017d9,3658,114,44468.37307811884,0.004584537499381765,755,1550,0
0x00000000000000000000000000000000000017da,4983,2825,43679.51528721448,0.020069032807037243,2525,3944,0
0x00000000000000000000000000000000000017db,4603,1734,48648.85633304539,0.013818050532834431,1136,2173,0
0x00000000000000000000000000000000000017dc,1988,1773,39654.95055324145,0.003226926360232458,3472,62,1
0x00000000000000000000000000000000000017dd,4122,4096,54616.24742233126,0.02532453784687469,2529,1937,0
0x00000000000000000000000000000000000017de,298,271,25891.256196773546,0.02830832127271699,3245,208,0
0x00000000000000000000000000000000000017df,4380,3674,48280.03880696387,0.02196865274456033,3212,3151,1
0x00000000000000000000000000000000000017e0,3788,2012,38544.92483306647,0.024923527541215764,241,1274,0
0x00000000000000000000000000000000000017e1,3615,1871,37655.29872631483,0.030907031314649874,3374,874,0
0x00000000000000000000000000000000000017e2,4503,3463,40002.90292788056,0.035949960698044306,3428,135,0
0x00000000000000000000000000000000000017e3,3234,1535,60216.98176554703,0.020157093810047,2647,1186,0
0x00000000000000000000000000000000000017e4,953,297,52469.75315017558,0.013666221181930905,2764,164,0
0x00000000000000000000000000000000000017e5,2706,1739,28381.80634812545,0.005710735153885311,3231,595,0
0x00000000000000000000000000000000000017e6,1128,363,35554.15728364202,0.06780963860952491,3427,393,0
0x00000000000000000000000000000000000017e7,4231,2092,42253.374771727096,0.003129064081591934,3002,594,0
0x00000000000000000000000000000000000017e8,766,144,22427.852413385,0.004684245685122078,2543,48,0
0x00000000000000000000000000000000000017e9,459,184,22353.689062255497,0.04284539891513461,1710,242,0
0x00000000000000000000000000000000000017ea,2116,508,38788.523372224874,0.012629872460095708,321,420,0
0x00000000000000000000000000000000000017eb,2098,2009,29342.581433220337,0.007538640137842806,276,649,1
0x00000000000000000000000000000000000017ec,770,555,56507.35309999851,0.006753857610595298,3389,729,1
0x00000000000000000000000000000000000017ed,4257,2174,34517.8493130454,0.023657560239588406,1582,2537,0
0x00000000000000000000000000000000000017ee,2258,2019,43102.94315624052,0.007739890792472204,1086,500,1
0x00000000000000000000000000000000000017ef,4076,1174,30598.752508124082,0.004935404506525852,2188,3713,0
0x00000000000000000000000000000000000017f0,520,304,39667.059918684965,0.00010733492237057255,3206,319,0
0x00000000000000000000000000000000000017f1,667,627,52864.304630614846,0.008954951884805634,1814,485,1
0x00000000000000000000000000000000000017f2,3390,1858,42433.206914192284,0.013177696088620074,3490,587,0
0x00000000000000000000000000000000000017f3,2412,308,35040.93809214084,0.00047420865396500053,2110,1832,0
0x00000000000000000000000000000000000017f4,2308,2000,48162.597193826536,0.04140162071839156,2716,1020,0
0x00000000000000000000000000000000000017f5,1082,793,43982.12878426484,0.002823645281532293,3183,774,1
0x00000000000000000000000000000000000017f6,1546,735,28526.859075546174,0.04762512815572783,1042,1252,0
0x00000000000000000000000000000000000017f7,3251,1252,46162.843578216,0.010467415878168787,137,281,0
0x00000000000000000000000000000000000017f8,2577,1427,37955.97392686261,0.00024332812579112997,1293,2143,0
0x00000000000000000000000000000000000017f9,4187,3058,29780.164649856742,0.025521397251627515,2330,2771,1
0x00000000000000000000000000000000000017fa,996,63,22597.734187996768,0.04899054888927593,2426,364,0
0x00000000000000000000000000000000000017fb,4721,4602,31290.564493352602,0.013666241398591177,1789,249,0
0x00000000000000000000000000000000000017fc,1375,1292,38195.526776421946,0.0253280804356775,2416,1103,0
0x00000000000000000000000000000000000017fd,3994,258,51523.924429489794,0.021947333856782256,2612,3000,0
0x00000000000000000000000000000000000017fe,2140,1047,52850.77588996811,0.0028146008528575632,2422,1405,0
0x00000000000000000000000000000000000017ff,3629,2483,39641.38346661699,0.009124742633260307,780,1395,0
0x0000000000000000000000000000000000001800,2368,238,19505.61508351426,0.04177160820953192,2260,366,0
0x0000000000000000000000000000000000001801,2910,172,59765.76667323617,0.013124797241118747,2848,1353,0
0x0000000000000000000000000000000000001802,4567,4416,37103.92889989236,0.0023991762768570592,2927,3519,0
0x0000000000000000000000000000000000001803,2040,1858,38143.110482649674,0.014585235631069947,210,409,0
0x0000000000000000000000000000000000001804,2335,2134,32476.06860960499,0.0050801876274552986,472,1941,1
0x0000000000000000000000000000000000001805,2633,1760,40699.51044147502,0.005757786196355639,2331,354,0
0x0000000000000000000000000000000000001806,2477,1772,36629.14163666147,0.005108956997414689,2551,1830,0
0x0000000000000000000000000000000000001807,3415,2738,29099.95630905735,0.018097269794318374,1070,2266,0
0x0000000000000000000000000000000000001808,3463,643,54048.80080678132,0.003073766480679468,1135,339,0
0x0000000000000000000000000000000000001809,2160,302,36911.9615172133,0.015854802344181528,80,805,0
0x000000000000000000000000000000000000180a,3792,660,51616.92225464721,0.005833681513874287,2760,3149,0
0x000000000000000000000000000000000000180b,4969,1415,49044.26056541231,0.0032127888206493573,2717,4262,0
0x000000000000000000000000000000000000180c,203,156,49159.352471487495,0.005670355013262775,1585,146,1
0x000000000000000000000000000000000000180d,787,192,22505.368316688935,0.0008453427854274453,415,207,0
